Mod:Item:MetaData, Localized Name
EnderIO:itemMEConduit:0, МЭ труба
EnderIO:itemMEConduit:1, Плотная МЭ труба
EnderIO:itemBasicFilterUpgrade:0, Основной предметный фильтр
EnderIO:itemBasicFilterUpgrade:1, Продвинутый предметный фильтр
EnderIO:itemExistingItemFilter:0, Существующий предметный фильтр
EnderIO:itemModItemFilter, Фильтр по предметам модификаций
EnderIO:itemPowerItemFilter:0, Фильтр по заряжаемым предметам
EnderIO:itemExtractSpeedUpgrade:0, Улучшение скорости для предметной трубы
EnderIO:itemExtractSpeedUpgrade:1, Снижение скорости для предметной трубы
EnderIO:itemFunctionUpgrade:0, Улучшение дистанционной осведомлённости
EnderIO:itemBasicCapacitor:0, Основной конденсатор
EnderIO:itemBasicCapacitor:1, Двухслойный конденсатор
EnderIO:itemBasicCapacitor:2, Восьмислойный конденсатор
EnderIO:itemMachinePart:0, Корпус механизма
EnderIO:itemMachinePart:1, Основная шестерня
EnderIO:itemMaterial:0, Кремний
EnderIO:itemMaterial:1, Связующий элемент труб
EnderIO:itemMaterial:2, Составной связующий элемент
EnderIO:itemMaterial:3, Пульсирующий железный самородок
EnderIO:itemMaterial:4, Самородок вибрирующего сплава
EnderIO:itemMaterial:5, Пульсирующий кристалл
EnderIO:itemMaterial:6, Вибрирующий кристалл
EnderIO:itemMaterial:7, Шарик тёмной стали
EnderIO:itemMaterial:8, Кристалл Края
EnderIO:itemMaterial:9, Привлекающий кристалл
EnderIO:itemMaterial:10, Погодный кристалл
EnderIO:itemAlloy:0, Наэлектризованная сталь
EnderIO:itemAlloy:1, Энергетический сплав
EnderIO:itemAlloy:2, Вибрирующий сплав
EnderIO:itemAlloy:3, Сплав из красного камня
EnderIO:itemAlloy:4, Проводящее железо
EnderIO:itemAlloy:5, Пульсирующее железо
EnderIO:itemAlloy:6, Тёмная сталь
EnderIO:itemAlloy:7, Соуларий
EnderIO:itemPowderIngot:0, Угольный порошок
EnderIO:itemPowderIngot:1, Железный порошок
EnderIO:itemPowderIngot:2, Золотой порошок
EnderIO:itemPowderIngot:3, Медный порошок
EnderIO:itemPowderIngot:4, Оловянный порошок
EnderIO:itemPowderIngot:7, Обсидиановый порошок
EnderIO:itemPowderIngot:8, Мука
EnderIO:bucketNutrient_distillation, Ведро питательного дистиллята
EnderIO:bucketHootch, Ведро самогона
EnderIO:bucketRocket_fuel, Ведро ракетного топлива
EnderIO:bucketFire_water, Ведро огненной воды
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:itemYetaWrench, Гаечный ключ Yeta
EnderIO:itemEnderface, Лицо Края
EnderIO:itemTravelStaff:0, Посох путешествия
EnderIO:itemTravelStaff:16, Посох путешествия
EnderIO:itemConduitProbe:0, Зонд для труб
EnderIO:itemXpTransfer:0, Стержень опыта
EnderIO:itemSoulVessel, Флакон для душ
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Крыло планёра
EnderIO:itemGliderWing:1, Крылья планёра
EnderIO:item.darkSteel_helmet, Тёмный шлем
EnderIO:item.darkSteel_chestplate, Тёмная кираса
EnderIO:item.darkSteel_leggings, Тёмные поножи
EnderIO:item.darkSteel_boots, Тёмные ботинки
EnderIO:item.darkSteel_sword, Край
EnderIO:item.darkSteel_pickaxe, Тёмная кирка
EnderIO:item.darkSteel_axe, Тёмный топор
EnderIO:item.darkSteel_shears, Тёмные ножницы
EnderIO:itemMagnet:0, Электромагнит
EnderIO:itemMagnet:16, Электромагнит
evilcraft:werewolfBone, Кость оборотня
evilcraft:werewolfFlesh:0, Плоть оборотня
evilcraft:werewolfFlesh:1, Человеческая плоть
evilcraft:lightningGrenade, Граната молний
evilcraft:redstoneGrenade, Красная граната
evilcraft:bucketBlood, Ведро крови
evilcraft:bloodExtractor, Экстрактор крови
evilcraft:darkGem, Тёмный драгоценный камень
evilcraft:darkStick, Тёмная палка
evilcraft:weatherContainer:0, Погодный контейнер
evilcraft:weatherContainer:1, Погодный контейнер
evilcraft:weatherContainer:2, Погодный контейнер
evilcraft:weatherContainer:3, Погодный контейнер
evilcraft:bloodPearlOfTeleportation, Кровавый жемчуг телепортации
evilcraft:broom, Метла
evilcraft:hardenedBloodShard, Затвердевший кровавый осколок
evilcraft:darkPowerGem, Драгоценный камень тёмной энергии
evilcraft:bloodInfusionCore, Ядро наполнения кровью
evilcraft:bloodContainer, item.items.bloodContainer.name
evilcraft:poisonSac, Ядовитый мешочек
evilcraft:bucketPoison, Ведро яда
evilcraft:werewolfFur, Мех оборотня
evilcraft:blook, Кровавая книга
evilcraft:potentiaSphere, Сфера силы
evilcraft:invertedPotentia, Инвертированная сила
evilcraft:maceOfDistortion, Жезл искажения
evilcraft:kineticator, Кинетикатор
evilcraft:vengeanceRing, Кольцо мщения
evilcraft:vengeanceFocus, Фокус мщения
evilcraft:vengeancePickaxe, Кирка мщения
evilcraft:burningGemStone, Горящий драгоценный камень
evilcraft:darkGemCrushed, Измельчённый тёмный драгоценный камень
evilcraft:veinSword, Жильный меч
evilcraft:creativeBloodDrop, Творческая капля крови
evilcraft:darkSpike, Шип
evilcraft:exaltedCrafter, Продвинутый верстак
evilcraft:necromancerStaff, Посох некроманта
evilcraft:invigoratingPendant, Бодрящий кулон
evilcraft:corruptedTear, Осквернённая слеза
evilcraft:promise:0, Обещание упорства I
evilcraft:promise:1, Обещание упорства II
evilcraft:promise:2, Обещание упорства III
evilcraft:promise:3, Обещание скорости
evilcraft:promise:4, Обещание эффективности
evilcraft:promiseAcceptor:0, Железный акцептор обещаний
evilcraft:promiseAcceptor:1, Золотой акцептор обещаний
evilcraft:promiseAcceptor:2, Алмазный акцептор обещаний
evilcraft:bowlOfPromises:0, Заполненная миска пустых обещаний
evilcraft:bowlOfPromises:1, Миска пустых обещаний
evilcraft:bowlOfPromises:2, Миска обещаний
evilcraft:bowlOfPromises:3, Миска обещаний
evilcraft:bowlOfPromises:4, Миска обещаний
evilcraft:bowlOfPromises:5, Миска обещаний
evilcraft:dullDust, Тусклая пыль
evilcraft:bloodWaxedCoal, Кровавый уголь
evilcraft:enderTear, Слеза Края
evilcraft:bloodPotash, Кровавый калий
evilcraft:bucketEternalWater, Ведро вечной воды
evilcraft:bloodOrb:0, Пустой шар
evilcraft:bloodOrb:1, Кровавый шар
evilcraft:sceptreOfThunder, Скипетр грома
evilcraft:originsOfDarkness, Origins of Darkness
evilcraft:darkenedApple, Darkened Apple
evilcraft:effortlessRing, Effortless Ring
evilcraft:condensedBlood, Condensed Blood
evilcraft:rejuvenatedFlesh, Rejuvenated Flesh
evilcraft:primedPendant, Primed Pendant
evilcraft:goldenString, Golden String
evilcraft:biomeExtract:0, Biome Extract Bottle
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:biomeExtract:1, Biome Extract
evilcraft:environmentalAccumulationCore, Environmental Accumulation Core
evilcraft:maceOfDestruction, Mace of Destruction
evilcraft:garmonbozia, Garmonbozia
evilcraft:poisonBottle, Poison Bottle
evilcraft:boundBloodDrop, Связанная кровавая капля
evilcraft:veinedScribingTools, Veined Scribing Tools
evilcraft:bloodWandCap, Blood Cap
ExtraUtilities:heatingElement, Нагревательная катушка
ExtraUtilities:mini-soul:0, Фрагмент души
ExtraUtilities:mini-soul:3, Фрагмент души
ExtraUtilities:angelRing:0, Ангельское кольцо
ExtraUtilities:angelRing:1, Ангельское кольцо
ExtraUtilities:angelRing:2, Ангельское кольцо
ExtraUtilities:angelRing:3, Ангельское кольцо
ExtraUtilities:angelRing:4, Ангельское кольцо
ExtraUtilities:paintbrush:0, Кисточка
ExtraUtilities:nodeUpgrade:0, Улучшение скорости
ExtraUtilities:nodeUpgrade:1, Предметный фильтр
ExtraUtilities:nodeUpgrade:2, Улучшение «Взаимодействие с миром»
ExtraUtilities:nodeUpgrade:3, Улучшение «Стак»
ExtraUtilities:nodeUpgrade:4, Творческое улучшение
ExtraUtilities:nodeUpgrade:5, Передатчик Края
ExtraUtilities:nodeUpgrade:6, Приёмник Края
ExtraUtilities:nodeUpgrade:7, Улучшение «Поиск в глубину»
ExtraUtilities:nodeUpgrade:8, Улучшение «Поиск в ширину»
ExtraUtilities:nodeUpgrade:9, Улучшение «Круговая система»
ExtraUtilities:golden_lasso:0, Золотое лассо
ExtraUtilities:divisionSigil, Сигил деления
ExtraUtilities:unstableingot:0, Нестабильный слиток
ExtraUtilities:unstableingot:1, Полустабильный самородок
ExtraUtilities:builderswand, Жезл строителя
ExtraUtilities:shears, Острые ножницы
ExtraUtilities:creativebuilderswand, Творческий жезл строителя
ExtraUtilities:ethericsword, Эфирный меч
ExtraUtilities:erosionShovel, Эрозийная лопата
ExtraUtilities:destructionpickaxe, Разрушающая кирка
ExtraUtilities:defoliageAxe, Исцеляющий топор
ExtraUtilities:temporalHoe, Реверсивная мотыга
ExtraUtilities:sonar_goggles, Сонарные очки
ExtraUtilities:watering_can, Лейка
ExtraUtilities:scanner, Переносной сканер
ExtraUtilities:golden_bag, Золотой мешочек удержания
ExtraUtilities:bedrockiumIngot, Слиток бедрокия
extracells:part.base:0, МЭ жидкостная шина экспорта
extracells:part.base:1, МЭ жидкостная шина импорта
extracells:part.base:2, МЭ жидкостная шина хранения
extracells:part.base:3, МЭ жидкостный терминал
extracells:part.base:4, МЭ жидкостный излучатель уровня
extracells:part.base:5, МЭ жидкостная плоскость уничтожения
extracells:part.base:6, МЭ жидкостная плоскость формирования
extracells:part.base:7, Прикрепляющийся МЭ накопитель
extracells:part.base:8, Прикрепляющийся МЭ энергетическая ячейка
extracells:part.base:9, МЭ жидкостный интерфейс
extracells:part.base:10, МЭ жидкостный монитор хранения
extracells:part.base:11, МЭ жидкостный монитор преобразования
extracells:part.base:12, МЭ шина экспорта по словарю руд
extracells:storage.fluid:0, МЭ 1Кб жидкостное хранилище
extracells:storage.fluid:1, МЭ 4Кб жидкостное хранилище
extracells:storage.fluid:2, МЭ 16Кб жидкостное хранилище
extracells:storage.fluid:3, МЭ 64Кб жидкостное хранилище
extracells:storage.fluid:4, МЭ 256Кб жидкостное хранилище
extracells:storage.fluid:5, МЭ 1024kб жидкостное хранилище
extracells:storage.fluid:6, МЭ 4096kб жидкостное хранилище
extracells:storage.physical:0, МЭ 256Кб хранилище
extracells:storage.physical:1, МЭ 1024kб хранилище
extracells:storage.physical:2, МЭ 4096kб хранилище
extracells:storage.physical:3, МЭ 16384kб хранилище
extracells:storage.physical:4, МЭ блок-контейнер - Пусто
extracells:storage.physical:4, МЭ блок-контейнер - Пусто
extracells:storage.gas:0, ME 1k Gas Storage
extracells:storage.gas:1, ME 4k Gas Storage
extracells:storage.gas:2, ME 16k Gas Storage
extracells:storage.gas:3, ME 64k Gas Storage
extracells:storage.gas:4, ME 256k Gas Storage
extracells:storage.gas:5, ME 1024k Gas Storage
extracells:storage.gas:6, ME 4096k Gas Storage
extracells:pattern.fluid, item.extracells.pattern.fluid.name
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256Кб МЭ компонент хранилища
extracells:storage.component:1, 1024Кб МЭ компонент хранилища
extracells:storage.component:2, 4096Кб МЭ компонент хранилища
extracells:storage.component:3, 16384Кб МЭ компонент хранилища
extracells:storage.component:4, 1Кб МЭ жидкостный компонент хранилища
extracells:storage.component:5, 4Кб МЭ жидкостный компонент хранилища
extracells:storage.component:6, 16Кб МЭ жидкостный компонент хранилища
extracells:storage.component:7, 64Кб МЭ жидкостный компонент хранилища
extracells:storage.component:8, 256Кб МЭ жидкостный компонент хранилища
extracells:storage.component:9, 1024kб МЭ жидкостный компонент хранилища
extracells:storage.component:10, 4096kб МЭ жидкостный компонент хранилища
extracells:storage.casing:0, Продвинутый корпус хранилища
extracells:storage.casing:1, Жидкостный корпус хранилища
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade, ME Upgrade
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
TConstruct:goldHead:0, Золотистая голова
TConstruct:strangeFood:0, Желатиновая слизь
TConstruct:strangeFood:1, Свернувшаяся кровь
TConstruct:strangeFood:2, Бекон
TConstruct:oreBerries:0, Кусочки железа
TConstruct:oreBerries:1, Кусочки золота
TConstruct:oreBerries:2, Кусочки меди
TConstruct:oreBerries:3, Кусочки олова
TConstruct:oreBerries:4, Кусочки алюминия
TConstruct:oreBerries:5, Кусочки концентрированной эссенции
TConstruct:titleIcon:0, Призвать существо - Синий слизень
TConstruct:titleIcon:1, Призвать существо - Король слизней
TConstruct:blankPattern:0, Пустая схема
TConstruct:blankPattern:1, Пустой слепок
TConstruct:blankPattern:2, Пустой слепок
TConstruct:materials:0, Кучка бумаги
TConstruct:materials:1, Слизневый кристалл
TConstruct:materials:2, Обожжённый кирпич
TConstruct:materials:3, Кобальтовый слиток
TConstruct:materials:4, Ардитовый слиток
TConstruct:materials:5, Мануллиновый слиток
TConstruct:materials:6, Шарик мха
TConstruct:materials:7, Лавовый кристалл
TConstruct:materials:8, Некротическая кость
TConstruct:materials:9, Медный слиток
TConstruct:materials:10, Оловянный слиток
TConstruct:materials:11, Алюминиевый слиток
TConstruct:materials:12, Необработанный алюминий
TConstruct:materials:13, Бронзовый слиток
TConstruct:materials:14, Слиток алюминиевой латуни
TConstruct:materials:15, Алюмитовый слиток
TConstruct:materials:16, Стальной слиток
TConstruct:materials:17, Слизневый кристалл
TConstruct:materials:18, Обсидиановый слиток
TConstruct:materials:19, Железный самородок
TConstruct:materials:20, Медный самородок
TConstruct:materials:21, Оловянный самородок
TConstruct:materials:22, Алюминиевый самородок
TConstruct:materials:24, Самородок алюминиевой латуни
TConstruct:materials:25, Шелковистая ткань
TConstruct:materials:26, Шелковистая драгоценность
TConstruct:materials:27, Обсидиановый самородок
TConstruct:materials:28, Кобальтовый самородок
TConstruct:materials:29, Ардитовый самородок
TConstruct:materials:30, Мануллиновый самородок
TConstruct:materials:31, Бронзовый самородок
TConstruct:materials:32, Алюмитовый самородок
TConstruct:materials:33, Стальной самородок
TConstruct:materials:34, Слиток свиного железа
TConstruct:materials:35, Тарелка свиного железа
TConstruct:materials:36, Шарик клея
TConstruct:materials:37, Обожжённый кирпич
TConstruct:materials:38, Ардитовая пыль
TConstruct:materials:39, Кобальтовая пыль
TConstruct:materials:40, Алюминиевая пыль
TConstruct:materials:41, Мануллиновая пыль
TConstruct:materials:42, Пыль алюминиевой латуни
TConstruct:woodPattern:1, Схема стержня
TConstruct:woodPattern:2, Схема обуха кирки
TConstruct:woodPattern:3, Схема штыка лопаты
TConstruct:woodPattern:4, Схема обуха топора
TConstruct:woodPattern:5, Схема лезвия меча
TConstruct:woodPattern:6, Схема широкой гарды
TConstruct:woodPattern:7, Схема малой гарды
TConstruct:woodPattern:8, Схема поперечной гарды
TConstruct:woodPattern:9, Схема крепления
TConstruct:woodPattern:10, Схема сковороды
TConstruct:woodPattern:11, Схема широкой таблички
TConstruct:woodPattern:12, Схема лезвия ножа
TConstruct:woodPattern:13, Схема лезвия стамески
TConstruct:woodPattern:14, Схема прочного стержня
TConstruct:woodPattern:15, Схема прочного крепления
TConstruct:woodPattern:16, Схема большой пластины
TConstruct:woodPattern:17, Схема большого обуха топора
TConstruct:woodPattern:18, Схема лезвия косы
TConstruct:woodPattern:19, Схема пластины копалки
TConstruct:woodPattern:20, Схема большого лезвия
TConstruct:woodPattern:21, Схема бойка молота
TConstruct:woodPattern:22, Схема полной гарды
TConstruct:woodPattern:23, Схема тетивы
TConstruct:woodPattern:24, Схема оперения
TConstruct:woodPattern:25, Схема наконечника стрелы
TConstruct:manualBook:0, Материалы и Вы: Том 1
TConstruct:manualBook:1, Материалы и Вы: Том 2
TConstruct:manualBook:2, Могучая металлургия
TConstruct:manualBook:3, Дневник инженера
TConstruct:manualBook:4, Вооружение инженера
TConstruct:pickaxe, Кирка
TConstruct:shovel, Лопата
TConstruct:hatchet, Топорик
TConstruct:broadsword, Палаш
TConstruct:longsword, Полуторный меч
TConstruct:rapier, Рапира
TConstruct:dagger, Кинжал
TConstruct:cutlass, Сабля
TConstruct:frypan, Сковорода
TConstruct:battlesign, Боевая табличка
TConstruct:mattock, Мотыготопор
TConstruct:chisel, Стамеска
TConstruct:lumberaxe, Большой топор
TConstruct:cleaver, Тесак
TConstruct:scythe, Коса
TConstruct:excavator, Копалка
TConstruct:hammer, Молот
TConstruct:battleaxe, Боевой топор
TConstruct:potionLauncher, Метатель зелий
TConstruct:toolRod:0, Деревянный стержень
TConstruct:toolRod:1, Каменный стержень
TConstruct:toolRod:2, Железный стержень
TConstruct:toolRod:3, Кремниевый стержень
TConstruct:toolRod:4, Кактусовый стержень
TConstruct:toolRod:5, Костяной стержень
TConstruct:toolRod:6, Обсидиановый стержень
TConstruct:toolRod:7, Стержень из камня Нижнего мира
TConstruct:toolRod:8, Слизневый стержень
TConstruct:toolRod:9, Бумажный стержень
TConstruct:toolRod:10, Кобальтовый стержень
TConstruct:toolRod:11, Ардитовый стержень
TConstruct:toolRod:12, Мануллиновый стержень
TConstruct:toolRod:13, Медный стержень
TConstruct:toolRod:14, Бронзовый стержень
TConstruct:toolRod:15, Алюмитовый стержень
TConstruct:toolRod:16, Стальной стержень
TConstruct:toolRod:17, Стержень из синей слизи
TConstruct:toolRod:18, Стержень из свиного железа
TConstruct:toolShard:1, Каменный осколок
TConstruct:toolShard:3, Кремниевый осколок
TConstruct:toolShard:4, Кактусовый осколок
TConstruct:toolShard:6, Обсидиановый осколок
TConstruct:toolShard:7, Осколок камня Нижнего мира
TConstruct:toolShard:8, Слизневый осколок
TConstruct:toolShard:17, Осколок синей слизи
TConstruct:pickaxeHead:0, Деревянный обух кирки
TConstruct:pickaxeHead:1, Каменный обух кирки
TConstruct:pickaxeHead:2, Железный обух кирки
TConstruct:pickaxeHead:3, Кремниевый обух кирки
TConstruct:pickaxeHead:4, Кактусовый обух кирки
TConstruct:pickaxeHead:5, Костяной обух кирки
TConstruct:pickaxeHead:6, Обсидиановый обух кирки
TConstruct:pickaxeHead:7, Обух кирки из камня Нижнего мира
TConstruct:pickaxeHead:8, Слизневый обух кирки
TConstruct:pickaxeHead:9, Бумажный обух кирки
TConstruct:pickaxeHead:10, Кобальтовый обух кирки
TConstruct:pickaxeHead:11, Ардитовый обух кирки
TConstruct:pickaxeHead:12, Мануллиновый обух кирки
TConstruct:pickaxeHead:13, Медный обух кирки
TConstruct:pickaxeHead:14, Бронзовый обух кирки
TConstruct:pickaxeHead:15, Алюмитовый обух кирки
TConstruct:pickaxeHead:16, Стальной обух кирки
TConstruct:pickaxeHead:17, Обух кирки из синей слизи
TConstruct:pickaxeHead:18, Обух кирки из свиного железа
TConstruct:shovelHead:0, Деревянный штык лопаты
TConstruct:shovelHead:1, Каменный штык лопаты
TConstruct:shovelHead:2, Железный штык лопаты
TConstruct:shovelHead:3, Кремниевый штык лопаты
TConstruct:shovelHead:4, Кактусовый штык лопаты
TConstruct:shovelHead:5, Костяной штык лопаты
TConstruct:shovelHead:6, Обсидиановый штык лопаты
TConstruct:shovelHead:7, Штык лопаты из камня Нижнего мира
TConstruct:shovelHead:8, Слизневый штык лопаты
TConstruct:shovelHead:9, Бумажный штык лопаты
TConstruct:shovelHead:10, Кобальтовый штык лопаты
TConstruct:shovelHead:11, Ардитовый штык лопаты
TConstruct:shovelHead:12, Мануллиновый штык лопаты
TConstruct:shovelHead:13, Медный штык лопаты
TConstruct:shovelHead:14, Бронзовый штык лопаты
TConstruct:shovelHead:15, Алюмитовый штык лопаты
TConstruct:shovelHead:16, Стальной штык лопаты
TConstruct:shovelHead:17, Штык лопаты из синей слизи
TConstruct:shovelHead:18, Штык лопаты из свиного железа
TConstruct:hatchetHead:0, Деревянный обух топора
TConstruct:hatchetHead:1, Каменный обух топора
TConstruct:hatchetHead:2, Железный обух топора
TConstruct:hatchetHead:3, Кремниевый обух топора
TConstruct:hatchetHead:4, Кактусовый обух топора
TConstruct:hatchetHead:5, Костяной обух топора
TConstruct:hatchetHead:6, Обсидиановый обух топора
TConstruct:hatchetHead:7, Обух топора из камня Нижнего мира
TConstruct:hatchetHead:8, Слизневый обух топора
TConstruct:hatchetHead:9, Бумажный обух топора
TConstruct:hatchetHead:10, Кобальтовый обух топора
TConstruct:hatchetHead:11, Ардитовый обух топора
TConstruct:hatchetHead:12, Мануллиновый обух топора
TConstruct:hatchetHead:13, Медный обух топора
TConstruct:hatchetHead:14, Бронзовый обух топора
TConstruct:hatchetHead:15, Алюмитовый обух топора
TConstruct:hatchetHead:16, Стальной обух топора
TConstruct:hatchetHead:17, Обух топора из синей слизи
TConstruct:hatchetHead:18, Обух топора из свиного железа
TConstruct:binding:0, Деревянное крепление
TConstruct:binding:1, Каменное крепление
TConstruct:binding:2, Железное крепление
TConstruct:binding:3, Кремниевое крепление
TConstruct:binding:4, Кактусовое крепление
TConstruct:binding:5, Костяное крепление
TConstruct:binding:6, Обсидиановое крепление
TConstruct:binding:7, Крепление из камня Нижнего мира
TConstruct:binding:8, Слизневое крепление
TConstruct:binding:9, Бумажное крепление
TConstruct:binding:10, Кобальтовое крепление
TConstruct:binding:11, Ардитовое крепление
TConstruct:binding:12, Мануллиновое крепление
TConstruct:binding:13, Медное крепление
TConstruct:binding:14, Бронзовое крепление
TConstruct:binding:15, Алюмитовое крепление
TConstruct:binding:16, Стальное крепление
TConstruct:binding:17, Крепление из синей слизи
TConstruct:binding:18, Крепление из свиного железа
TConstruct:toughBinding:0, Деревянное прочное крепление
TConstruct:toughBinding:1, Каменное прочное крепление
TConstruct:toughBinding:2, Железное прочное крепление
TConstruct:toughBinding:3, Кремниевое прочное крепление
TConstruct:toughBinding:4, Кактусовое прочное крепление
TConstruct:toughBinding:5, Костяное прочное крепление
TConstruct:toughBinding:6, Обсидиановое прочное крепление
TConstruct:toughBinding:7, Прочное крепление из камня Нижнего мира
TConstruct:toughBinding:8, Слизневое прочное крепление
TConstruct:toughBinding:9, Бумажное прочное крепление
TConstruct:toughBinding:10, Кобальтовое прочное крепление
TConstruct:toughBinding:11, Ардитовое прочное крепление
TConstruct:toughBinding:12, Мануллиновое прочное крепление
TConstruct:toughBinding:13, Медное прочное крепление
TConstruct:toughBinding:14, Бронзовое прочное крепление
TConstruct:toughBinding:15, Алюмитовое прочное крепление
TConstruct:toughBinding:16, Стальное прочное крепление
TConstruct:toughBinding:17, Прочное крепление из синей слизи
TConstruct:toughBinding:18, Прочное крепление из свиного железа
TConstruct:toughRod:0, Деревянный прочный стержень
TConstruct:toughRod:1, Каменный прочный стержень
TConstruct:toughRod:2, Железный прочный стержень
TConstruct:toughRod:3, Кремниевый прочный стержень
TConstruct:toughRod:4, Кактусовый прочный стержень
TConstruct:toughRod:5, Костяной прочный стержень
TConstruct:toughRod:6, Обсидиановый прочный стержень
TConstruct:toughRod:7, Прочный стержень из камня Нижнего мира
TConstruct:toughRod:8, Слизневый прочный стержень
TConstruct:toughRod:9, Бумажный прочный стержень
TConstruct:toughRod:10, Кобальтовый прочный стержень
TConstruct:toughRod:11, Ардитовый прочный стержень
TConstruct:toughRod:12, Мануллиновый прочный стержень
